,cumulative_susceptible,cumulative_infected,cumulative_dead,cumulative_recovered
340,7867850693.0,33484290.0,1826308.0,45717709.0
341,7867349256.0,33677702.0,1835907.0,46016135.0
342,7866674107.0,33984456.0,1851207.0,46369230.0
343,7865939168.0,34315751.0,1866606.0,46757475.0
344,7865106956.0,34836395.0,1879842.0,47055807.0
345,7864526669.0,35103617.0,1889603.0,47359111.0
346,7863946358.0,35420330.0,1898016.0,47614296.0
347,7863425249.0,35665320.0,1905653.0,47882778.0
348,7862866134.0,35923976.0,1915704.0,48173186.0
349,7862118768.0,36340495.0,1931190.0,48488547.0
350,7861324776.0,36806307.0,1946245.0,48801672.0
351,7860433495.0,37358540.0,1961362.0,49125603.0
352,7859608769.0,37870617.0,1976748.0,49422866.0
353,7858852081.0,38284234.0,1989574.0,49753111.0
354,7858265046.0,38591904.0,1998389.0,50023661.0
355,7857651219.0,38905365.0,2008467.0,50313949.0
356,7856946037.0,39249609.0,2025848.0,50657506.0
357,7856196364.0,39616588.0,2042481.0,51023567.0
358,7855438506.0,39986146.0,2057936.0,51396412.0
359,7854667109.0,40421903.0,2072954.0,51717034.0
360,7854013460.0,40744797.0,2086654.0,52034089.0
361,7853487239.0,40946222.0,2095735.0,52349804.0
362,7852967987.0,41136954.0,2105502.0,52668557.0
363,7852375139.0,41309992.0,2122368.0,53071501.0
364,7851675397.0,41664223.0,2140108.0,53399272.0
365,7851018127.0,41938218.0,2157244.0,53765411.0
366,7850355031.0,42203498.0,2173303.0,54147168.0
367,7849781111.0,42447026.0,2187202.0,54463661.0
368,7849320328.0,42587671.0,2196383.0,54774618.0
369,7848839162.0,42743377.0,2207402.0,55089059.0
370,7848275469.0,42960127.0,2224802.0,55418602.0
371,7847671548.0,43205940.0,2242141.0,55759371.0
372,7847058867.0,43485956.0,2259147.0,56075030.0
373,7846470407.0,43694943.0,2274513.0,56439137.0
374,7845949465.0,43851244.0,2287988.0,56790303.0
375,7845562790.0,43940263.0,2296745.0,57079202.0
376,7845119539.0,44100528.0,2307089.0,57351844.0
377,7844653223.0,44201248.0,2322495.0,57702034.0
378,7844125074.0,44383546.0,2338499.0,58031881.0
379,7843654357.0,44547256.0,2351517.0,58325870.0
380,7843119156.0,44784034.0,2368653.0,58607157.0
381,7842685021.0,44912217.0,2380048.0,58901714.0
382,7842333439.0,44979078.0,2387334.0,59179149.0
383,7841993415.0,45076874.0,2396728.0,59411983.0
384,7841585368.0,45097912.0,2412129.0,59783591.0
385,7841145090.0,45254860.0,2426151.0,60052899.0
386,7840700455.0,45409657.0,2439904.0,60328984.0
387,7840270244.0,45539283.0,2452890.0,60616583.0
388,7839890637.0,45662255.0,2463282.0,60862826.0
389,7839582450.0,45768385.0,2469908.0,61058257.0
390,7839301416.0,45753338.0,2477376.0,61346870.0
