,cumulative_susceptible,cumulative_infected,cumulative_dead,cumulative_recovered
521,1402000000.0,181294987.0,3918009.0,
522,1402000000.0,181605771.0,3924085.0,
523,1402000000.0,181939027.0,3930681.0,
524,1402000000.0,182320522.0,3938822.0,
525,1402000000.0,182719750.0,3948027.0,
526,1402000000.0,183155187.0,3956580.0,
527,1402000000.0,183597429.0,3964872.0,
528,1402000000.0,183971657.0,3971782.0,
529,1402000000.0,184299430.0,3978392.0,
530,1402000000.0,184675601.0,3985780.0,
531,1402000000.0,185125063.0,3994289.0,
532,1402000000.0,185588328.0,4002810.0,
533,1402000000.0,186068569.0,4011736.0,
534,1402000000.0,186579041.0,4020093.0,
535,1402000000.0,187001911.0,4026666.0,
536,1402000000.0,187373170.0,4034275.0,
537,1402000000.0,187806271.0,4042364.0,
538,1402000000.0,188330013.0,4050748.0,
539,1402000000.0,188867488.0,4059358.0,
540,1402000000.0,189443414.0,4067971.0,
541,1402000000.0,190039804.0,4076717.0,
542,1402000000.0,190530923.0,4084214.0,
543,1402000000.0,190953189.0,4090751.0,
544,1402000000.0,191442095.0,4097923.0,
545,1402000000.0,191974904.0,4118634.0,
546,1402000000.0,192530791.0,4127318.0,
547,1402000000.0,193096032.0,4136087.0,
548,1402000000.0,193842868.0,4144709.0,
549,1402000000.0,194258592.0,4153064.0,
550,1402000000.0,194705360.0,4160395.0,
551,1402000000.0,195243887.0,4168844.0,
552,1402000000.0,195851568.0,4178668.0,
553,1402000000.0,196500916.0,4188810.0,
554,1402000000.0,197144627.0,4199072.0,
555,1402000000.0,197877823.0,4208634.0,
556,1402000000.0,198396764.0,4217449.0,
557,1402000000.0,198880608.0,4224815.0,
558,1402000000.0,199448687.0,4232878.0,
559,1402000000.0,200083410.0,4243288.0,
560,1402000000.0,200763240.0,4253789.0,
561,1402000000.0,201448967.0,4264738.0,
562,1402000000.0,202269131.0,4275185.0,
