,cumulative_susceptible,cumulative_infected,cumulative_dead,cumulative_recovered
455,40160020.0,3356.0,2557.0,52301.0
456,40159922.0,3403.0,2561.0,52348.0
457,40159692.0,3614.0,2565.0,52363.0
458,40159504.0,3766.0,2572.0,52392.0
459,40159391.0,3772.0,2582.0,52489.0
460,40159219.0,3903.0,2592.0,52520.0
461,40159009.0,3833.0,2598.0,52794.0
462,40158864.0,3785.0,2611.0,52974.0
463,40158658.0,3855.0,2618.0,53103.0
464,40158489.0,3914.0,2625.0,53206.0
465,40158295.0,4036.0,2631.0,53272.0
466,40158112.0,4094.0,2637.0,53391.0
467,40157934.0,4267.0,2642.0,53391.0
468,40157671.0,4221.0,2648.0,53694.0
469,40157437.0,4393.0,2654.0,53750.0
470,40157072.0,4537.0,2664.0,53961.0
471,40156779.0,4763.0,2673.0,54019.0
472,40156479.0,5032.0,2683.0,54040.0
473,40156392.0,4934.0,2686.0,54222.0
474,40156171.0,4983.0,2698.0,54382.0
475,40155831.0,5190.0,2710.0,54503.0
476,40155516.0,5471.0,2713.0,54534.0
477,40155189.0,5705.0,2721.0,54619.0
478,40154879.0,5991.0,2730.0,54634.0
479,40154822.0,6016.0,2733.0,54663.0
480,40154750.0,6056.0,2742.0,54686.0
481,40154636.0,5843.0,2745.0,55010.0
482,40154415.0,5950.0,2751.0,55118.0
483,40154112.0,5831.0,2762.0,55529.0
484,40153659.0,6116.0,2772.0,55687.0
485,40153154.0,6508.0,2782.0,55790.0
486,40152748.0,6805.0,2792.0,55889.0
487,40152506.0,6891.0,2802.0,56035.0
488,40151959.0,7168.0,2812.0,56295.0
489,40151331.0,7549.0,2836.0,56518.0
490,40150491.0,8177.0,2855.0,56711.0
491,40149868.0,8535.0,2869.0,56962.0
492,40149104.0,9130.0,2881.0,57119.0
493,40148123.0,9931.0,2899.0,57281.0
494,40147473.0,10392.0,2919.0,57450.0
495,40146396.0,11265.0,2944.0,57629.0
496,40145257.0,12263.0,2973.0,57741.0
497,40144208.0,13056.0,3007.0,57963.0
498,40143115.0,14015.0,3034.0,58070.0
499,40141606.0,15416.0,3068.0,58144.0
500,40140271.0,16594.0,3104.0,58265.0
501,40139010.0,17457.0,3145.0,58622.0
502,40137393.0,18656.0,3187.0,58998.0
503,40135908.0,19506.0,3251.0,59569.0
504,40134184.0,20874.0,3305.0,59871.0
505,40132342.0,22256.0,3356.0,60280.0
506,40130518.0,23706.0,3412.0,60598.0
507,40129494.0,24352.0,3449.0,60939.0
508,40128373.0,24924.0,3527.0,61410.0
509,40126776.0,26140.0,3612.0,61706.0
510,40124962.0,27769.0,3683.0,61820.0
511,40124946.0,27208.0,3683.0,62397.0
512,40121703.0,29991.0,3842.0,62698.0
513,40119500.0,31374.0,3934.0,63426.0
514,40117713.0,32616.0,4030.0,63875.0
515,40116328.0,33383.0,4122.0,64401.0
516,40114332.0,34616.0,4215.0,65071.0
517,40112485.0,35891.0,4293.0,65565.0
518,40110277.0,37489.0,4366.0,66102.0
519,40108702.0,38281.0,4452.0,66799.0
520,40106642.0,39890.0,4519.0,67183.0
521,40105110.0,41047.0,4594.0,67483.0
522,40104014.0,41282.0,4650.0,68288.0
523,40102483.0,41816.0,4730.0,69205.0
524,40101076.0,42348.0,4794.0,70016.0
525,40099575.0,42776.0,4871.0,71012.0
526,40098018.0,43330.0,4962.0,71924.0
527,40096078.0,44408.0,5048.0,72700.0
528,40094749.0,44743.0,5107.0,73635.0
529,40093486.0,45069.0,5199.0,74480.0
530,40092297.0,45340.0,5283.0,75314.0
531,40090770.0,45886.0,5360.0,76218.0
532,40089213.0,46326.0,5415.0,77280.0
533,40088121.0,46115.0,5477.0,78521.0
534,40086648.0,46579.0,5561.0,79446.0
535,40085457.0,46913.0,5638.0,80226.0
536,40084656.0,46777.0,5724.0,81077.0
537,40083581.0,46276.0,5791.0,82586.0
538,40082345.0,47454.0,5849.0,82586.0
539,40081591.0,48134.0,5923.0,82586.0
540,40080381.0,49284.0,5983.0,82586.0
541,40079183.0,50393.0,6072.0,82586.0
542,40078010.0,51540.0,6098.0,82586.0
543,40077632.0,51869.0,6147.0,82586.0
544,40076735.0,52700.0,6213.0,82586.0
545,40075820.0,53562.0,6266.0,82586.0
546,40075472.0,53883.0,6293.0,82586.0
547,40075051.0,54272.0,6325.0,82586.0
548,40074795.0,54496.0,6357.0,82586.0
549,40074568.0,54687.0,6393.0,82586.0
550,40074363.0,54860.0,6425.0,82586.0
551,40073949.0,55222.0,6477.0,82586.0
552,40073226.0,55907.0,6515.0,82586.0
553,40072682.0,56389.0,6577.0,82586.0
554,40072238.0,56795.0,6615.0,82586.0
555,40071711.0,57260.0,6677.0,82586.0
556,40071080.0,57860.0,6708.0,82586.0
557,40070733.0,58178.0,6737.0,82586.0
558,40070249.0,58625.0,6774.0,82586.0
559,40069662.0,59182.0,6804.0,82586.0
560,40069301.0,59511.0,6836.0,82586.0
561,,,6864.0,
562,,,6879.0,
563,,,6897.0,
564,,,6908.0,
565,,,6936.0,
566,,,6961.0,
567,,,6978.0,
568,,,6988.0,
569,,,7000.0,
570,,,7010.0,
571,,,7021.0,
572,,,7025.0,
573,,,7031.0,
574,,,7043.0,
575,,,7047.0,
576,,,7054.0,
577,,,7065.0,
578,,,7070.0,
579,,,7076.0,
580,,,7083.0,
581,,,7090.0,
582,,,7093.0,
583,,,7101.0,
584,,,7103.0,
585,,,7109.0,
586,,,7116.0,
587,,,7118.0,
588,,,7123.0,
589,,,7127.0,
590,,,7127.0,
591,,,7128.0,
592,,,7132.0,
593,,,7141.0,
594,,,7144.0,
595,,,7151.0,
596,,,7157.0,
597,,,7164.0,
598,,,7167.0,
599,,,7167.0,
600,,,7169.0,
601,,,7171.0,
602,,,7174.0,
603,,,7183.0,
604,,,7186.0,
605,,,7186.0,
606,,,7186.0,
607,,,7199.0,
608,,,7199.0,
609,,,7199.0,
610,,,7199.0,
611,,,7199.0,
612,,,7199.0,
613,,,7199.0,
614,,,7200.0,
615,,,7201.0,
616,,,7204.0,
617,,,7204.0,
618,,,7206.0,
619,,,7206.0,
620,,,7206.0,
621,,,7212.0,
622,,,7214.0,
623,,,7220.0,
624,,,7221.0,
625,,,7221.0,
626,,,7221.0,
627,,,7225.0,
628,,,7228.0,
629,,,7230.0,
630,,,7234.0,
631,,,7238.0,
632,,,7238.0,
633,,,7238.0,
634,,,7243.0,
635,,,7246.0,
636,,,7247.0,
637,,,7247.0,
638,,,7249.0,
639,,,7252.0,
640,,,7253.0,
641,,,7255.0,
642,,,7260.0,
643,,,7262.0,
644,,,7266.0,
645,,,7268.0,
646,,,7269.0,
647,,,7272.0,
648,,,7280.0,
649,,,7281.0,
650,,,7281.0,
651,,,7284.0,
652,,,7284.0,
653,,,7284.0,
654,,,7284.0,
655,,,7284.0,
656,,,7288.0,
657,,,7290.0,
658,,,7291.0,
659,,,7292.0,
660,,,7292.0,
661,,,7292.0,
662,,,7293.0,
663,,,7294.0,
664,,,7295.0,
665,,,7297.0,
666,,,7297.0,
667,,,7299.0,
668,,,7301.0,
669,,,7303.0,
670,,,7303.0,
671,,,7305.0,
672,,,7306.0,
673,,,7307.0,
674,,,7307.0,
675,,,7308.0,
676,,,7308.0,
677,,,7308.0,
678,,,7308.0,
679,,,7309.0,
680,,,7310.0,
681,,,7311.0,
682,,,7312.0,
683,,,7312.0,
684,,,7316.0,
685,,,7317.0,
686,,,7319.0,
687,,,7321.0,
688,,,7324.0,
689,,,7325.0,
690,,,7328.0,
